Case,RMSE_deg,P95AbsError_deg,MaxAbsError_deg,Lag_ms,Phase_deg,PeakCurrent_count,Saturation_percent,SlewLimited_percent
feedforward_on,0.034506743293453,0.065801718178008,0.0694498380882753,-1.10189635194047e-11,-1.19004806009571e-11,5946.70580438161,0,0
feedforward_off,0.390775607944518,0.670698932064293,0.704962103595586,2.99999999998865,3.23999999998774,6080.78326901652,0,0
