Case,RMSE_deg,P95AbsError_deg,MaxAbsError_deg,Lag_ms,Phase_deg,PeakCurrent_count,Saturation_percent,SlewLimited_percent
feedforward_on,0.0229907122866036,0.0376375517766383,0.0387985853374803,-9.90874049477952e-12,-1.78357328906031e-11,5814.10442288805,0,1.99900049975012
feedforward_off,0.452617960103312,0.647257694690651,0.66030838450744,3.99999999998965,7.19999999998137,6207.99609509695,0,0
