Time_s,RawTarget_deg,Reference_deg,ReferenceRate_rad_s,ReferenceAccel_rad_s2,ActualFFOn_deg,ActualRateFFOn_rad_s,CurrentFFOn_count,ErrorFFOn_deg,ActualFFOff_deg,ActualRateFFOff_rad_s,CurrentFFOff_count,ErrorFFOff_deg
0.03,1.721875,1.93383981511986,1.2459641712,11.7078942,1.92313055344134,1.2393242458142,-1464.60051231732,0.0107092616785119,1.87941835398134,1.18898760872503,-1366.50831006217,0.054421461138519
0.031,1.781875,2.00519421513218,1.25738752224,11.91801996,1.99446958190589,1.25087761794651,-1485.36860111842,0.0107246332262873,1.94784968750708,1.19971655438408,-1400.11129158368,0.0573445276250943
0.032,1.841875,2.07785757160494,1.26922127328,12.0774968592,2.06647553046383,1.26260414876898,-1509.43706907746,0.0113820411411042,2.01690412434865,1.21073801760735,-1440.84097405441,0.0609534472562899
0.033,1.901875,2.15095724689785,1.28119182432,12.2200908048,2.13915918253818,1.2745339333739,-1528.74228857478,0.0117980643596532,2.08660028985635,1.22211711064136,-1476.31571933518,0.0643569570414927
0.034,1.961875,2.22432143489486,1.29321652904,12.3506604192,2.21253091928296,1.28662283483206,-1541.79823300414,0.0117905156118853,2.15695727383438,1.23380493373775,-1504.53618517957,0.0673641610604698
0.035,2.021875,2.29923491158735,1.3055584196,12.410801808,2.28659820329426,1.29881311318171,-1557.23192739201,0.0126367082930804,2.22799083956127,1.24573426899411,-1540.57480960961,0.0712440720260816
0.036,2.081875,2.37414838827984,1.31790031016,12.4709431968,2.3613674652197,1.31112648658828,-1565.33030830616,0.0127809230601466,2.29971687449877,1.25797666912558,-1566.15414377497,0.0744315137810883
0.037,2.141875,2.45006567667033,1.33032703352,12.4772828064,2.43684381912107,1.32349527937049,-1570.30081001911,0.0132218575492576,2.37215054538486,1.27043542341116,-1591.7426154324,0.0779151312854553
0.038,2.201875,2.52683234418988,1.34282553848,12.4380978336,2.51302961344817,1.33589062913964,-1572.13320986371,0.0138027307417201,2.44530424120071,1.28311028056685,-1615.87376355511,0.0815281029891659
0.039,2.261875,2.60359901170943,1.35532404344,12.3989128608,2.58992554154505,1.34828362419522,-1568.67919222134,0.0136734701643699,2.51918995003979,1.29598749825668,-1631.11108869216,0.0844090616696309
0.04,2.321875,2.68210686359092,1.3677268856,12.248937384,2.66753007530984,1.36062563314615,-1560.17563648345,0.0145767882810656,2.59381691325978,1.30898493965035,-1650.21670655205,0.0882899503311363
0.041,2.381875,2.76073079442987,1.38012335024,12.0915758736,2.74583896485871,1.37287027927042,-1547.98753068628,0.0148918295711524,2.66919303336256,1.32213800669417,-1661.84932837834,0.0915377610673123
0.042,2.441875,2.83996108292815,1.39238321584,11.8878860944,2.82484566493375,1.38498381561987,-1529.98551491677,0.0151154179943951,2.74532525054343,1.33537770660488,-1668.60413956838,0.0946358323847226
0.043,2.501875,2.9204040867451,1.40436988336,11.5915397776,2.90454113700253,1.39691295744289,-1504.34805065222,0.0158629497425561,2.82221723905453,1.34865902924367,-1673.46075775236,0.0981868476905648
0.044,2.561875,3.00084709056204,1.41635655088,11.2951934608,2.98491281182154,1.40858774442486,-1477.91729467138,0.0159342787405072,2.89987088156542,1.36196444671966,-1672.19967379362,0.100976208996625
0.045,2.621875,3.08255223262452,1.4277804968,10.880952556,3.06594591814588,1.42000127253198,-1438.1066244117,0.0166063144786299,2.97828594515351,1.37523763882615,-1665.77103645202,0.104266287471017
0.046,2.681875,3.16472616889248,1.43899543184,10.4229222328,3.14762197212763,1.43103085150414,-1395.17254029351,0.0171041967648607,3.05745922290868,1.38843111402133,-1654.99701649182,0.107266945983801
0.047,2.741875,3.24709815100172,1.45006126832,9.94162329184,3.22991816894197,1.44164834105501,-1350.96702526224,0.0171799820597564,3.13738500565654,1.40150501834632,-1639.56788115072,0.109713145345169
0.048,2.801875,3.33085645399983,1.46008341488,9.29744402656,3.31281058080373,1.45184268275878,-1284.54542610104,0.0180458731961016,3.21805522089539,1.41441671007447,-1614.12647874427,0.11280123310443
0.049,2.861875,3.41461475699793,1.47010556144,8.65326476128,3.39626912663256,1.46141014452064,-1224.42192647037,0.0183456303653729,3.29945794289199,1.4270743277783,-1587.46477960238,0.115156814105945
0.05,2.921875,3.49908672132875,1.479253982,7.89857107799999,3.48025957662046,1.47040964052016,-1148.50628695112,0.0188271447082833,3.38157830393692,1.43946703854258,-1550.53291088168,0.117508417391836
0.051,2.981875,3.58421525408567,1.48759857464,7.04220413015999,3.56474525176077,1.4786967634173,-1061.21101480886,0.0194700023248987,3.46439843093164,1.45150076741295,-1505.79474932764,0.119816823154017
0.052,3.041875,3.66934378684258,1.49594316728,6.18583718231999,3.64968236849103,1.48616792477025,-984.25439088591,0.0196614183515444,3.54789571423792,1.46310425291728,-1463.21458931006,0.121448072604652
0.053,3.101875,3.75546112997898,1.50224348472,5.10990033624,3.73502693675083,1.492919504883,-865.510329425627,0.0204341932281468,3.6320460905955,1.47429801554691,-1395.65914883174,0.123415039383495
0.054,3.161875,3.84166836496807,1.50835795896,4.01400259032,3.82072674600303,1.49856817468115,-758.031547600668,0.0209416189650286,3.71681952030676,1.48485291779206,-1331.72473075065,0.124848844661308
0.055,3.221875,3.92809416777155,1.5135805896,2.83441078632,3.90672162219901,1.50321928424832,-642.659993604423,0.0213725455725328,3.80218038209486,1.49480326329239,-1260.19165515125,0.125913785676687
0.056,3.281875,4.01500081976668,1.51684116432,1.470692054544,3.99295237341996,1.5068017662989,-494.084490686099,0.0220484463467341,3.88809206154811,1.50408008146168,-1166.4607631149,0.126908758218568
0.057,3.341875,4.10190747176182,1.52010173904,0.106973322767994,4.07934906801865,1.50901180087545,-367.348974158185,0.0225584037431597,3.97451014783099,1.51248019635607,-1083.67795432436,0.127397323930822
0.058,3.401875,4.18897105918887,1.52084677072,-1.46683830203201,4.1658388876493,1.51005244314634,-195.613598095722,0.0231321715395694,4.06138733395855,1.5201056892315,-969.346612143198,0.12758372523031
0.059,3.461875,4.27609926708789,1.52055599056,-3.12715876513601,4.25234302280483,1.50951150696195,-24.0321704591906,0.0237562442830525,4.14867095680492,1.52666751424491,-852.920176535781,0.127428310282956
0.06,3.521875,4.36318935495888,1.51981482,-4.821365224,4.33877096651829,1.50739286009438,131.985453718859,0.0244183884405961,4.23629956773812,1.53214804522196,-744.232218173378,0.126889787220749
0.061,3.581875,4.44995161058885,1.515200292,-6.8069912464,4.42503649468842,1.50384213498702,361.982063566235,0.0249151159004235,4.32421330074507,1.53662015215906,-582.758904970431,0.125738309843769
0.062,3.641875,4.53671386621882,1.510585764,-8.7926172688,4.51103812092169,1.49818094469298,554.501376830383,0.0256757452971351,4.41234051002358,1.53959977284894,-444.788132247788,0.124373356195236
0.063,3.701875,4.62293897419088,1.50338578512,-10.95486442144,4.5966648957219,1.49075735156187,781.279533486241,0.0262740784689891,4.50060194302672,1.54130544401771,-279.722601922812,0.122337031164166
0.064,3.761875,4.70862693450502,1.49360035536,-13.29373270432,4.681806889822,1.48125890595887,1036.23665800086,0.0268200446830215,4.58891752328221,1.54148986851717,-92.3224278809638,0.119709411222807
0.065,3.821875,4.79431489481916,1.4838149256,-15.6326009872,4.76633788819919,1.46942957740103,1247.40584565868,0.0279770066199698,4.67719427079427,1.53994992555747,65.7826388012902,0.117120624024884
0.066,3.881875,4.87828781928171,1.46857315016,-18.3115159464,4.85013598537297,1.455675827776,1562.30963876344,0.0281518339087566,4.76534118419006,1.53695780289589,303.126836001788,0.112946635091646
0.067,3.941875,4.96206132097082,1.45269691592,-21.0299712168,4.93306366523723,1.43904628156632,1838.77951185717,0.0289976557335863,4.8532542398728,1.53178675141018,514.234784355653,0.108807081098021
0.068,4.001875,5.04498986410652,1.43475588328,-23.8660757896,5.01496641414894,1.41989898832081,2119.0689583602,0.0300234499575872,4.9408156060118,1.52468152192943,731.239299729878,0.10417425809472
0.069,4.061875,5.12586636504106,1.41180034024,-26.9879000968,5.09569908093868,1.398202710472,2478.49976768222,0.0301672841023823,5.02791299415414,1.51559086401292,1011.10350111078,0.0979533708869153
0.07,4.121875,5.2067428659756,1.3888447972,-30.109724404,5.17509487418838,1.37323329840809,2772.84986937156,0.0316479917872231,5.11441616845566,1.50393954596348,1243.44077809946,0.0923266975199471
0.071,4.181875,5.28484760244537,1.36030004944,-33.5226778792,5.25298355517218,1.34559456799734,3157.44186263159,0.0318640472731844,5.20019105382617,1.49016878450872,1549.46556588251,0.0846565486192034
0.072,4.241875,5.36169244597661,1.32921475408,-37.0679627944,5.32918851753783,1.31446043128073,3537.17827980356,0.0325039284387675,5.28509688809236,1.47360393968661,1854.15720709571,0.0765955578842442
0.073,4.301875,5.43809337720929,1.29736008272,-40.5510869928,5.40351092420564,1.27988097743805,3854.35890056638,0.0345824530036542,5.36897405750369,1.45426160727482,2120.68675032115,0.0691193197055889
0.074,4.361875,5.50961127315778,1.25704227536,-43.3504433064,5.47577001327418,1.24243706003781,4212.53455965593,0.0338412598836016,5.45167360510071,1.43249718368059,2516.61737534642,0.0579376680570705
0.075,4.421875,5.58112916910628,1.216724468,-46.14979962,5.54579098558903,1.20175596464592,4499.4749446773,0.035338183517253,5.53302275780724,1.4071239331927,2841.71953136699,0.0481064112990405
0.076,4.481875,5.64950392479415,1.17291354024,-48.0479629232,5.61340728306867,1.15849807340969,4709.41065872905,0.0360966417254608,5.61283357291324,1.37879907140767,3187.96593676584,0.0366703518809071
0.077,4.541875,5.71446222367698,1.12530574248,-48.9665686064,5.6784916760034,1.1133758233356,4852.01172366039,0.0359705476735944,5.6909314938219,1.34733264622874,3558.01136800465,0.0235307298550758
0.078,4.601875,5.77942052255981,1.07769794472,-49.8851742896,5.74095517404527,1.06701158295175,4954.06572424207,0.0384653485145556,5.76713038922318,1.31251057604145,3857.37210408821,0.0122901333366341
0.079,4.661875,5.83800715306702,1.027996970448,-50,5.80073735814899,1.01978031033515,5017.05384804374,0.0372697949180292,5.84125677352505,1.27498836129097,4178.76744120343,-0.00324962045802438
0.08,4.721875,5.89568354523484,0.97799697096,-50,5.8577988857522,0.972042755452126,5050.49666431882,0.0378846594826465,5.91315025228544,1.2345674688719,4446.51658187591,-0.0174667070505921
0.081,4.781875,5.95133941090546,0.927996971368,-50,5.91211855847742,0.924071519869442,5074.59898930035,0.0392208524280348,5.98265901124428,1.19174593674189,4671.15550406599,-0.031319600338828
0.082,4.841875,6.00155539754515,0.877996971496,-50,5.96368545956857,0.875952898312081,5116.37566992809,0.037869937976586,6.049656972631,1.14692409990253,4884.11750123358,-0.048101575085857
0.083,4.901875,6.05177138418483,0.827996971624,-50,6.01248649271237,0.827524515156359,5132.19807103882,0.0392848914724718,6.11403269382719,1.10021248653633,5045.62658010843,-0.0622613096423465
0.084,4.961875,6.09701379647453,0.777996971496,-50,6.05851076415642,0.77902562990431,5163.31078947581,0.0385030323181065,6.175691543489,1.05208739264521,5200.2862571093,-0.0786777470144662
0.085,5.021875,6.13976942158924,0.72799697124,-50,6.10175020763376,0.73031568091478,5188.63810346134,0.0380192139554824,6.23455440314481,1.0026140236212,5329.94891837138,-0.0947849815555654
0.086,5.081875,6.18205877135843,0.677996971008,-50,6.14219426425973,0.681448221057518,5193.84768073204,0.0398645070987015,6.29055067041711,0.95202444183557,5422.83443351714,-0.10849189905867
0.087,5.141875,6.217353990945,0.627996971136,-50,6.17983921856299,0.632608577652144,5230.98795469307,0.03751477238202,6.34362613359636,0.900658727162367,5533.21545067351,-0.126272142651347
0.088,5.201875,6.25264921053157,0.577996971264,-50,6.21467824740057,0.583502945173607,5242.60977046734,0.037970963131,6.39373174688259,0.848357123989069,5605.58086334598,-0.141082536351027
0.089,5.261875,6.28452507758441,0.527996971392,-50,6.24670284819198,0.534366505720288,5258.25036404155,0.0378222293924289,6.44082394878704,0.795470826504103,5671.15628805179,-0.156298871202636
0.09,5.321875,6.31235989164284,0.47799697152,-50,6.27591019800413,0.48516233428724,5281.93025615135,0.0364496936386997,6.48487105432945,0.742063208872945,5735.43281138639,-0.172511162686613
0.091,5.381875,6.34019470570127,0.427996971648,-50,6.30229430024579,0.435816574312502,5282.05419072755,0.0379004054554713,6.5258435595537,0.688147029034437,5768.09572726905,-0.185648853852428
0.092,5.441875,6.36165712762378,0.377996971448,-50,6.3258532572002,0.386546160067624,5310.04989974152,0.0358038704235625,6.56372068067489,0.634013920448558,5821.68756196431,-0.202063553051109
0.093,5.501875,6.38203158015723,0.327996971192,-50,6.34658403661282,0.337094554441897,5321.94635930053,0.0354475435444132,6.5984844821858,0.579471673301791,5853.20750189318,-0.216452902028567
